video_id,author,text,published_at,like_count,clean_text,sentiment
iBKx52sBO_g,@jargocityclosed,Hahaha,2025-01-16T14:42:20Z,0,hahaha,positive
iBKx52sBO_g,@abasskoomson3702,The best network so far,2025-01-15T15:35:55Z,0,best network far,positive
iBKx52sBO_g,@Hardcore-wx8tw,This is nice,2024-12-05T09:23:11Z,0,nice,positive
iBKx52sBO_g,@AdamsShapiro,This guy is really serious 😂,2024-12-04T18:59:21Z,0,guy really serious,negative
iBKx52sBO_g,@amidumohammed7696,Very nice,2024-12-04T18:39:08Z,0,nice,positive
iBKx52sBO_g,@richmondpeprah1050,T'cel the beat,2024-11-18T14:55:29Z,0,tcel beat,neutral
iBKx52sBO_g,@kofispytv5703,The best network so far ❤,2024-11-05T15:52:48Z,0,best network far,positive
iBKx52sBO_g,@eugeniaagyemang4161,I really love Vodafone adverts,2024-11-05T14:39:22Z,0,really love vodafone adverts,positive
iBKx52sBO_g,@BenardOppong-t8y,Best Network so far,2024-11-05T14:24:53Z,0,best network far,positive
iBKx52sBO_g,@braboaten,this guy is funny,2024-10-29T14:35:01Z,0,guy funny,positive
iBKx52sBO_g,@danielnunekpeku9761,"Amazing advertisement, I love it",2024-10-29T14:16:28Z,0,amazing advertisement love,positive
iBKx52sBO_g,@PrinceAcheampong-f7d,Talk more pay less,2024-10-19T20:19:20Z,0,talk pay less,negative
iBKx52sBO_g,@highpriest3051,"Wow, tictak",2024-10-19T19:35:28Z,0,wow tictak,positive
iBKx52sBO_g,@asimengamponsah8566,Oyi ma de,2024-08-22T18:20:27Z,0,oyi de,neutral
iBKx52sBO_g,@thomasthompson6648,Which advertising agency produced this advert,2024-07-26T21:06:08Z,0,advertising agency produced advert,neutral
iBKx52sBO_g,@osikamedia9220,Kuul Chop,2024-05-16T18:30:27Z,0,kuul chop,neutral
iBKx52sBO_g,@YakubuAbdulNasiru-ow7hy,Nice,2024-05-16T17:14:31Z,0,nice,positive
iBKx52sBO_g,@emmanuelcisco5697,One Ghana promo all the way,2024-05-16T15:21:50Z,0,one ghana promo way,neutral
iBKx52sBO_g,@johnfelix4915,😂😂😂,2024-04-25T15:56:05Z,0,,neutral
iBKx52sBO_g,@benniekofiemmanuel5734,Nice one,2024-03-23T15:11:48Z,0,nice one,positive
iBKx52sBO_g,@KwadwoAmoaApeadu,Very efficient,2024-02-28T14:42:32Z,0,efficient,positive
iBKx52sBO_g,@VivianTenkorang-h2j,Vodafone power to u,2024-02-28T14:41:07Z,0,vodafone power u,neutral
iBKx52sBO_g,@HarunaMohammed1,This is an interesting advertisement,2024-02-09T09:50:36Z,0,interesting advertisement,positive
iBKx52sBO_g,@bridgetafranewaabrobbey7441,Nice advert😅,2024-02-09T09:23:35Z,0,nice advert,positive
iBKx52sBO_g,@princedottor5709,😂,2023-11-27T10:09:26Z,0,,neutral
iBKx52sBO_g,@CourageAgbenya-ng7hp,Nice advert ❤❤❤❤,2023-11-27T10:09:25Z,0,nice advert,positive
iBKx52sBO_g,@isaacyeboah2219,🎉,2023-11-27T10:08:48Z,0,,neutral
iBKx52sBO_g,@amoakoattageorge6451,Best promo runners ❤❤,2023-11-07T15:43:04Z,0,best promo runners,positive
iBKx52sBO_g,@lydiaasanta,Vodafone 👍,2023-11-07T15:30:24Z,0,vodafone,neutral
iBKx52sBO_g,@adomahprince2853,thank you vodafonegh for fixing our 4g network at my area but still the internet speed too slow kindly fix the speed for urs  thanks again,2023-07-04T22:29:45Z,0,thank vodafonegh fixing g network area still internet speed slow kindly fix speed urs thanks,positive
iBKx52sBO_g,@Freedomofficial1,😂😂😂😂😂,2023-03-12T10:18:15Z,2,,neutral
iBKx52sBO_g,@ferdinandodamekusi279,"This guy made the advert a wonder!
He acts so well. Voda has got really lovely adverts",2023-02-12T16:13:52Z,2,guy made advert wonder acts well voda got really lovely adverts,positive
iBKx52sBO_g,@asamoahoppongzadok9059,Real nkb😂😂,2023-02-06T06:17:40Z,0,real nkb,neutral
iBKx52sBO_g,@wood_creates,"real nkb my boi that. am now enjoying this promo. that you vodafone, na that over hype network company de3 hmm",2023-01-15T21:18:04Z,0,real nkb boi enjoying promo vodafone na hype network company de hmm,positive
iBKx52sBO_g,@aarthurtech33,😂 enjoying this promo now,2022-12-27T10:16:23Z,1,enjoying promo,positive
iBKx52sBO_g,@Dee-OD,The boss' reaction lol😍,2022-12-27T10:08:13Z,0,boss reaction lol,positive
iBKx52sBO_g,@nanadabanka589,I Love this guy,2022-12-27T10:03:43Z,0,love guy,positive
mTIyBri1UVc,@MixaNoise-f7j,I'm excellency lot of the conversation must be in came about the program 2025 music award GhanaTelecel SIM Lara of the conversation about the minister of the communication across the African continent part of Ghana minister of the communication I'm not to the person came to the sport so many people produce process and so many people progress I received so many Lord of the conversation of the YouTube channel GhanaTelecel  I received about the music nomination award 2025 but I'm apologise to the attention of the minister of the communication part of the African country in Ghana we have the Lord of The Talented young boys and women about the music talented across the Ghana stars I received the award winner of the music award winner and GhanaTelecel MIS because of I know a lot of the conversation must be educated about the days music award winner anyone must know about the maps I'm excellency about the Ghanaians must be in education in university and college SS and GHS in primary about the Education education English about the victory I speak about the who must be know what is world must be moved in investment about the journalists about the TV station journalism and FM radio journalism and newspaper journalism across the national Security is about the media charts national Security CIA national security and FBI intelligence national Security across the media national security officers across the world planet most we have the world we have the planet we have the divider we have this Sanchez so if you look at that but the air-con and analysed call and video call in mobile network called in international call in voice call in airport so almost been tracked of the maps so anyone is a man and woman try to trace your country maps even it is European country even eating African country when you are educated even why women when were indicated even European country were educated of the African country or Arab country or French country who wears South north east or even you are men even while women you are mostly educated try try to trace it your country m a p s Google account Gmail show you all the population in your country in the destination of the people across the world but I'm not the person to came to spawn so many people through their what is mean of the progress meaning of the progress that's the 2025 music award and comment to how much the people mostly educated as not being understand what I'm speak to what I'm looking for need to explain to the public of the people about the directors in GhanaTelecel music award 2025 to explaining my True destination about the intelligent maps national Security about the intelligent National  to report my destination about the because of I know about the planet must be treated so many people destination m a t s must be treated so many people destination to anyone must be educated must been try to semi-final give issues about the media directors YouTube channel because of the more you watch YouTube channel the more your destination personality two nomination must have been came out about the media accounted and media journalists and YouTube accountant if you look at the YouTube account in YouTube journalism and YouTube directors in sponsors YouTube channel the more you have watch any programs in due to the more you are mostly came out to your destination in so many platform Media chat congratulation to give so many people advice in YouTube channel Media account who must be educated to the necessary victim about the primary school about the ladies and men's rumours in educated about the GHS about the men and women who must be educated about the GSS about a man and woman who must be educated about the SS about the men and women who must be educated about the University about the men and women and women in educated about does victory necessary degree members degree members and women and men and excellency of the case products in Ghana directors in sponsors and management about the disc Ghana product GhanaTelecel SIM Maps Music🎤🎼🎹🎶,2025-06-10T19:04:14Z,1,im excellency lot conversation must came program music award ghanatelecel sim lara conversation minister communication across african continent part ghana minister communication im person came sport many people produce process many people progress received many lord conversation youtube channel ghanatelecel received music nomination award im apologise attention minister communication part african country ghana lord talented young boys women music talented across ghana stars received award winner music award winner ghanatelecel mis know lot conversation must educated days music award winner anyone must know maps im excellency ghanaians must education university college ss ghs primary education education english victory speak must know world must moved investment journalists tv station journalism fm radio journalism newspaper journalism across national security media charts national security cia national security fbi intelligence national security across media national security officers across world planet world planet divider sanchez look aircon analysed call video call mobile network called international call voice call airport almost tracked maps anyone man woman try trace country maps even european country even eating african country educated even women indicated even european country educated african country arab country french country wears south north east even men even women mostly educated try try trace country p google account gmail show population country destination people across world im person came spawn many people mean progress meaning progress thats music award comment much people mostly educated understand im speak im looking need explain public people directors ghanatelecel music award explaining true destination intelligent maps national security intelligent national report destination know planet must treated many people destination must treated many people destination anyone must educated must try semifinal give issues media directors youtube channel watch youtube channel destination personality two nomination must came media accounted media journalists youtube accountant look youtube account youtube journalism youtube directors sponsors youtube channel watch programs due mostly came destination many platform media chat congratulation give many people advice youtube channel media account must educated necessary victim primary school ladies mens rumours educated ghs men women must educated gss man woman must educated ss men women must educated university men women women educated victory necessary degree members degree members women men excellency case products ghana directors sponsors management disc ghana product ghanatelecel sim maps music,positive
mTIyBri1UVc,@MixaNoise-f7j,I'm excellency GhanaTelecel SIM,2025-06-10T18:46:44Z,1,im excellency ghanatelecel sim,positive
mTIyBri1UVc,@MixaNoise-f7j,I wish Ghana telecel network products in Ghana Muslim try to in one must be complicated in communicated in online media chart to business so how you feel when I watch it live in YouTube channel recognise my destination since the time I bought the SIM card SMS so unbelievable maybe must be crazy to my destination how much being been find it in search it true destination the time I bought the same my destination SMS SIM I wish all the directors business,2025-06-08T11:59:54Z,0,wish ghana telecel network products ghana muslim try one must complicated communicated online media chart business feel watch live youtube channel recognise destination since time bought sim card sms unbelievable maybe must crazy destination much find search true destination time bought destination sms sim wish directors business,positive
mTIyBri1UVc,@MixaNoise-f7j,I wish this product telesale Ghana when I'm watching live in YouTube China Dr speak about their businesses you try to be a responsible to connect it in your destination so what I'm trying to following online media SMS Ghana network telesale Ghana network business so I following this comment business I think about the 8 hours I see the telesale Ghana programme about the 8 hours in YouTube channel so I following the comment so I stand it of my destination in Maps Ghana  this product must be in our Ghana languages in Ghana language in Ghana country Ghana regions so it is m a p s Ghana most being caught anyone must born in Ghana heavy wire born in Ghana she must be counting your destination so I'm recognise what's my destination any the time I start the use SIM SMS so I need the,2025-06-08T11:56:52Z,0,wish product telesale ghana im watching live youtube china dr speak businesses try responsible connect destination im trying following online media sms ghana network telesale ghana network business following comment business think hours see telesale ghana programme hours youtube channel following comment stand destination maps ghana product must ghana languages ghana language ghana country ghana regions p ghana caught anyone must born ghana heavy wire born ghana must counting destination im recognise whats destination time start use sim sms need,positive
mTIyBri1UVc,@evelynrobertson3656,Where’s this years own I have searched saaaaa,2025-05-15T21:22:41Z,0,wheres years searched saaaaa,neutral
mTIyBri1UVc,@JenniferNkuah-t8n,Why didn't blacko win any award?😢,2025-05-14T20:39:19Z,0,didnt blacko win award,negative
mTIyBri1UVc,@Kofimannesseh,Hmmmm shatta wale aww my boss❤❤❤❤,2025-05-13T15:32:56Z,0,hmmmm shatta wale aww boss,neutral
mTIyBri1UVc,@hilaryyoumans7187,Rodriguez Brian Gonzalez Brenda Harris John,2024-09-14T00:57:32Z,0,rodriguez brian gonzalez brenda harris john,neutral
mTIyBri1UVc,@RuylingAppau-te8su,@Stonebwoy congratulations boss❤🎉🎉,2024-07-07T02:59:40Z,0,stonebwoy congratulations boss,positive
mTIyBri1UVc,@albah289,5:50:30,2024-06-18T23:19:14Z,0,,neutral
mTIyBri1UVc,@sheikhosmandembele,Since i started watching gma never seen Daddy Lumba performing,2024-06-05T16:34:34Z,0,since started watching gma never seen daddy lumba performing,neutral
mTIyBri1UVc,@yxnglevs3644,Wack show,2024-06-05T11:49:37Z,0,wack show,neutral
mTIyBri1UVc,@SamuelOdame-zf9dk,"DJ 
You are too much ❤❤❤",2024-06-05T11:48:03Z,1,dj much,neutral
mTIyBri1UVc,@jacklinainoo9387,So nothing for medikal . Thats crazy😂,2024-06-05T03:56:34Z,0,nothing medikal thats crazy,positive
mTIyBri1UVc,@mickydestillfreh9544,"SM for lyf, see the fans",2024-06-05T03:12:06Z,1,sm lyf see fans,neutral
mTIyBri1UVc,@RexBoatengMusic,The sound man during king promise’s performance was just playing with the knobs on the soundboard 😢😢It’s so embarrassing that we still struggle with this one thing. It’s like they never prep for these stuff and try to figure things out during the event.,2024-06-04T20:59:58Z,0,sound man king promises performance playing knobs soundboard embarrassing still struggle one thing like never prep stuff try figure things event,positive
mTIyBri1UVc,@machienzie,The best performance hands down is Mr. Drew. Showmanship be what!!!  Mahn big ups to him,2024-06-04T17:31:28Z,2,best performance hands mr drew showmanship mahn big ups,positive
mTIyBri1UVc,@obaapachiling9275,Beautiful 😍❤❤United the Raggae Art,2024-06-04T12:19:33Z,1,beautiful united raggae art,positive
mTIyBri1UVc,@obaapachiling9275,Wonderful performance by nacee,2024-06-04T12:04:52Z,1,wonderful performance nacee,positive
mTIyBri1UVc,@obaapachiling9275,"Wow
Stone's performance ❤😊❤🎉",2024-06-04T11:48:30Z,1,wow stones performance,positive
mTIyBri1UVc,@danieladufrimpong7009,Afya is tooooooo much,2024-06-04T09:05:08Z,1,afya tooooooo much,neutral
mTIyBri1UVc,@MaameAyeh-xv8ms,I know next year Pheetman will win an award,2024-06-04T08:07:54Z,0,know next year pheetman win award,positive
mTIyBri1UVc,@princeyeboahpeprah8502,DJ BLACK REALLY GOOD 😊,2024-06-04T05:14:11Z,1,dj black really good,positive
mTIyBri1UVc,@princeyeboahpeprah8502,Shoutouts to Kumasi neggars dem be supportive pass 🎉🎉,2024-06-04T05:09:47Z,0,shoutouts kumasi neggars dem supportive pass,positive
mTIyBri1UVc,@Lorigns13567,I really don’t get what was special about that collab from stone and Angelique ? It was boring. There’s no that was the best international collab while we have black sherif and odumudu,2024-06-04T00:24:21Z,1,really dont get special collab stone angelique boring theres best international collab black sherif odumudu,positive
mTIyBri1UVc,@obaapachiling9275,😅🤣😆😆😆,2024-06-03T19:23:47Z,0,,neutral
mTIyBri1UVc,@IamnyamedoMelody,Blacko ❤,2024-06-03T13:10:15Z,0,blacko,neutral
mTIyBri1UVc,@stephenadabo7685,I can't stop watching Nacee performance he is my number 1 what a performance.,2024-06-03T08:50:18Z,7,cant stop watching nacee performance number performance,positive
mTIyBri1UVc,@benardmensah7688,Asei be crazy good!!,2024-06-03T07:51:20Z,0,asei crazy good,positive
mTIyBri1UVc,@kofiliman4002,Kwesi still the show aswear 😂😂❤❤,2024-06-03T03:55:02Z,1,kwesi still show aswear,neutral
mTIyBri1UVc,@ycer008,Amawuga n kin Paluta were given less than 5mins to perform but stonebwoy had more tym. It's not fair,2024-06-03T02:16:56Z,3,amawuga n kin paluta given less mins perform stonebwoy tym fair,positive
mTIyBri1UVc,@ycer008,There is a different btn high life artist n high life song. Pls understand that next year we beg.,2024-06-03T02:15:35Z,2,different btn high life artist n high life song pls understand next year beg,positive
mTIyBri1UVc,@ycer008,The high life artist of the year was supposed to be given to kinaata or Akwaboah for their consistentcy in the high life field,2024-06-03T02:13:48Z,2,high life artist year supposed given kinaata akwaboah consistentcy high life field,neutral
mTIyBri1UVc,@ycer008,Giving the high life artist to Eugene was wrong. The fact that he made hit high life song doesn't mean he is a high life artist.,2024-06-03T02:12:20Z,3,giving high life artist eugene wrong fact made hit high life song doesnt mean high life artist,negative
mTIyBri1UVc,@ISAACOWUSU-r7q,Scam! Scam! Scam !,2024-06-02T23:45:32Z,0,scam scam scam,negative
mTIyBri1UVc,@ISAACOWUSU-r7q,"Numbers don't lie ... If you combined all the hits' songs  views of Stoneboy it cannot be compare to King Promise Terminator views 
Ghana Yeka nokore kakra",2024-06-02T23:42:38Z,2,numbers dont lie combined hits songs views stoneboy cannot compare king promise terminator views ghana yeka nokore kakra,negative
mTIyBri1UVc,@abdulrazakmusah5424,Awww big congratulations to the world 🌎,2024-06-02T23:42:32Z,1,awww big congratulations world,positive
mTIyBri1UVc,@thankgodchukwu5019,How come Ghana record of the year is not viral 🤔,2024-06-02T21:11:15Z,0,come ghana record year viral,neutral
mTIyBri1UVc,@ladyBunny1,The locally acquired foreign accents were off the chart! Eii Ghanafo)! Miracle workers! 😂,2024-06-02T18:40:04Z,0,locally acquired foreign accents chart eii ghanafo miracle workers,positive
mTIyBri1UVc,@vicentiasolomon3278,"Are they still using hand mic these days,Ghana is way behind what a shame",2024-06-02T18:38:36Z,0,still using hand mic daysghana way behind shame,neutral
mTIyBri1UVc,@chrisdadkojoarthur937,The Akufo-Addo lady wasnt happy with what she saw when the Minister opened it,2024-06-02T18:33:58Z,0,akufoaddo lady wasnt happy saw minister opened,negative
mTIyBri1UVc,@vicentiasolomon3278,Happy to see my GA family hosting this Award show with etiquette and eloquence ❤😊kudos to Naa and Nii Attoh,2024-06-02T18:30:03Z,2,happy see ga family hosting award show etiquette eloquence kudos naa nii attoh,positive
mTIyBri1UVc,@EmmanuelAkwasiAdu,Nacee u do all,2024-06-02T18:05:08Z,2,nacee u,neutral
mTIyBri1UVc,@queenbpapabi,Very boring. We could have done better.,2024-06-02T15:52:54Z,0,boring could done better,positive
mTIyBri1UVc,@ISAACOWUSU-r7q,TGMA is now giving awards out of sympathy LOL,2024-06-02T13:30:14Z,0,tgma giving awards sympathy lol,positive
mTIyBri1UVc,@ElysTV,Every year you gave us a very very poor media work why,2024-06-02T13:19:35Z,1,every year gave us poor media work,negative
mTIyBri1UVc,@EricFrimpong-wn1wy,TELCEL WORK ON YOUR BAD NETWORK,2024-06-02T12:23:14Z,1,telcel work bad network,negative
mTIyBri1UVc,@realfootballskillst.v5800,5:21:18 amakye dede for win artist of the year😊,2024-06-02T10:40:13Z,2,amakye dede win artist year,positive
mTIyBri1UVc,@Humanfacehumanityfirst,"Wow!
Congratulations to him!
Stonebwoy  deserves that Award!

He has absolutely done incredibly well Home and Abroad in his Music Deliverance. His songs are Top-Notch with International Standards. 

Wishing him many Awards Ahead and Massive Success In  All His Endeavors.

BHIM NATION AND GHANA TO THE WORLD.",2024-06-02T10:18:22Z,2,wow congratulations stonebwoy deserves award absolutely done incredibly well home abroad music deliverance songs topnotch international standards wishing many awards ahead massive success endeavors bhim nation ghana world,positive
mTIyBri1UVc,@isaacvinepon5684,I love stone but the artist of the year I think he didn’t deserve it that’s my point of view,2024-06-02T10:08:04Z,0,love stone artist year think didnt deserve thats point view,positive
mTIyBri1UVc,@isaacvinepon5684,"I’m surprised Drew didn’t win anything very baaaaad , stonebwoy did well but I don’t think he deserve this artist of the year",2024-06-02T10:04:16Z,1,im surprised drew didnt win anything baaaaad stonebwoy well dont think deserve artist year,neutral
mTIyBri1UVc,@bennimako,"Sincerely Kwame Eugene shouldn't have ended with ""We didn't come here to play"" because my man actually did the opposite.😂😂😂",2024-06-02T10:00:20Z,5,sincerely kwame eugene shouldnt ended didnt come play man actually opposite,positive
mTIyBri1UVc,@lilwynchristopher5584,so telecel is better than Vodafone wow,2024-06-02T09:57:18Z,3,telecel better vodafone wow,positive
mTIyBri1UVc,@ROSEMONDKOAH,It’s BHIM or STONE,2024-06-02T09:21:06Z,1,bhim stone,neutral
mTIyBri1UVc,@MintaAugustina,Stonebwoy can't love you less❤❤❤Congrats,2024-06-02T09:03:18Z,3,stonebwoy cant love lesscongrats,negative
mTIyBri1UVc,@thelegion538,"Poorly organised program,  too much improvisation",2024-06-02T08:23:26Z,3,poorly organised program much improvisation,neutral
mTIyBri1UVc,@ISAACOWUSU-r7q,There is too much favouritism... CAN MAKE IT A LITTLE bit REAL,2024-06-02T08:10:19Z,1,much favouritism make little bit real,neutral
mTIyBri1UVc,@edesasu2359,The camera man he nor force kraa oo why say he put the camera for king promise ein face as them mention stone bwoy as artiste of the year 😂😂😂😂,2024-06-02T08:05:17Z,2,camera man force kraa oo say put camera king promise ein face mention stone bwoy artiste year,positive
mTIyBri1UVc,@FICChurch5126,Efya had the best performance ❤❤❤❤❤❤❤,2024-06-02T07:37:48Z,4,efya best performance,positive
mTIyBri1UVc,@realfootballskillst.v5800,King paluta king 🔥,2024-06-02T07:30:36Z,3,king paluta king,neutral
mTIyBri1UVc,@Sikawofie_Montana,"Akatakyie's ""Odo Asisi me"" will never get old aswear.....",2024-06-02T07:26:04Z,8,akatakyies odo asisi never get old aswear,neutral
mTIyBri1UVc,@FICChurch5126,Stoneboy deserves it honestly..King Promise has a bigggg song but no album just one hit,2024-06-02T07:07:41Z,8,stoneboy deserves honestlyking promise bigggg song album one hit,positive
mTIyBri1UVc,@rhodesreggies9560,the audio be very bad oo still ahh no improvement,2024-06-02T06:56:21Z,0,audio bad oo still ahh improvement,negative
mTIyBri1UVc,@FICChurch5126,So why don’t they nominate Shatta Wale?,2024-06-02T06:50:49Z,7,dont nominate shatta wale,neutral
mTIyBri1UVc,@anastasiakotey1430,Ghanaian audience are the worst they will never get up to dance even when they enjoying it reluctant to clap or even to smile ei,2024-06-02T06:48:05Z,2,ghanaian audience worst never get dance even enjoying reluctant clap even smile ei,negative
mTIyBri1UVc,@DesmondNsiahTetteh-nq8jl,Nancy performance is the best,2024-06-02T06:06:55Z,7,nancy performance best,positive
mTIyBri1UVc,@Expensive-op6pn,Dwp’s performance on Kuami’s set was sub par. They can do better.,2024-06-02T05:54:18Z,0,dwps performance kuamis set sub par better,positive
mTIyBri1UVc,@BiibaSolange,"The fact that Dr. DREW didn't win anything with case is just not so cool. Congrats King Paluta, much love from this side and thank TGMA for giving us a good edition of Stonebwoy Music Awards 🎉❤❤",2024-06-02T05:31:35Z,5,fact dr drew didnt win anything case cool congrats king paluta much love side thank tgma giving us good edition stonebwoy music awards,positive
mTIyBri1UVc,@georgefrimpong2039,Stoneboy dey like Real Madrid.  They keep winning 🎉🎉❤,2024-06-02T05:29:07Z,12,stoneboy dey like real madrid keep winning,positive
mTIyBri1UVc,@preciousvela001,I assume Telecel has good cameras but still deserves better quality cameras and lightenings. Guests are in great outfits but it can’t be seen even in HD. Please.,2024-06-02T05:26:17Z,6,assume telecel good cameras still deserves better quality cameras lightenings guests great outfits cant seen even hd please,positive
mTIyBri1UVc,@RexBoatengMusic,"We got nice surround sound in the first part and the boom…on and OFF. Then we lost some momo sounds here and there. Overall though, I think they improved quite a bit this time?🤷‍♂️🤷‍♂️",2024-06-02T05:13:51Z,1,got nice surround sound first part boomon lost momo sounds overall though think improved quite bit time,positive
mTIyBri1UVc,@EkomeStudios,Ghanaian Industry artists Gathering 🤣🤣😂😂😂🤣🤣😂🤣😂and their favourite.. show sorrrr,2024-06-02T05:11:36Z,2,ghanaian industry artists gathering favourite show sorrrr,neutral
mTIyBri1UVc,@BrightOpoku-fh5xx,Strongman allllllll the way,2024-06-02T03:51:04Z,7,strongman allllllll way,positive
mTIyBri1UVc,@JudithAduna,"Bhim❤ Bhim nation❤ good job 🎉🎉🎉🎉🎉
Artist of the year🎉🎉🎉🎉",2024-06-02T03:41:32Z,16,bhim bhim nation good job artist year,positive
mTIyBri1UVc,@snatchthemdeliveranceministry,Please if you need deliverance or prayers contact us its free without any charges thank you,2024-06-02T03:41:19Z,5,please need deliverance prayers contact us free without charges thank,positive
