video_id,author,text,published_at,like_count
mTIyBri1UVc,@chrisdadkojoarthur937,The Akufo-Addo lady wasnt happy with what she saw when the Minister opened it,2024-06-02T18:33:58Z,0
mTIyBri1UVc,@vicentiasolomon3278,Happy to see my GA family hosting this Award show with etiquette and eloquence ❤😊kudos to Naa and Nii Attoh,2024-06-02T18:30:03Z,2
mTIyBri1UVc,@EmmanuelAkwasiAdu,Nacee u do all,2024-06-02T18:05:08Z,2
mTIyBri1UVc,@queenbpapabi,Very boring. We could have done better.,2024-06-02T15:52:54Z,0
mTIyBri1UVc,@ISAACOWUSU-r7q,TGMA is now giving awards out of sympathy LOL,2024-06-02T13:30:14Z,0
mTIyBri1UVc,@ElysTV,Every year you gave us a very very poor media work why,2024-06-02T13:19:35Z,1
mTIyBri1UVc,@EricFrimpong-wn1wy,TELCEL WORK ON YOUR BAD NETWORK,2024-06-02T12:23:14Z,1
mTIyBri1UVc,@realfootballskillst.v5800,5:21:18 amakye dede for win artist of the year😊,2024-06-02T10:40:13Z,2
mTIyBri1UVc,@Humanfacehumanityfirst,"Wow!
Congratulations to him!
Stonebwoy  deserves that Award!

He has absolutely done incredibly well Home and Abroad in his Music Deliverance. His songs are Top-Notch with International Standards. 

Wishing him many Awards Ahead and Massive Success In  All His Endeavors.

BHIM NATION AND GHANA TO THE WORLD.",2024-06-02T10:18:22Z,2
mTIyBri1UVc,@isaacvinepon5684,I love stone but the artist of the year I think he didn’t deserve it that’s my point of view,2024-06-02T10:08:04Z,0
mTIyBri1UVc,@isaacvinepon5684,"I’m surprised Drew didn’t win anything very baaaaad , stonebwoy did well but I don’t think he deserve this artist of the year",2024-06-02T10:04:16Z,1
mTIyBri1UVc,@bennimako,"Sincerely Kwame Eugene shouldn't have ended with ""We didn't come here to play"" because my man actually did the opposite.😂😂😂",2024-06-02T10:00:20Z,5
mTIyBri1UVc,@lilwynchristopher5584,so telecel is better than Vodafone wow,2024-06-02T09:57:18Z,3
mTIyBri1UVc,@ROSEMONDKOAH,It’s BHIM or STONE,2024-06-02T09:21:06Z,1
mTIyBri1UVc,@MintaAugustina,Stonebwoy can't love you less❤❤❤Congrats,2024-06-02T09:03:18Z,3
mTIyBri1UVc,@thelegion538,"Poorly organised program,  too much improvisation",2024-06-02T08:23:26Z,3
mTIyBri1UVc,@ISAACOWUSU-r7q,There is too much favouritism... CAN MAKE IT A LITTLE bit REAL,2024-06-02T08:10:19Z,1
mTIyBri1UVc,@edesasu2359,The camera man he nor force kraa oo why say he put the camera for king promise ein face as them mention stone bwoy as artiste of the year 😂😂😂😂,2024-06-02T08:05:17Z,2
mTIyBri1UVc,@FICChurch5126,Efya had the best performance ❤❤❤❤❤❤❤,2024-06-02T07:37:48Z,4
mTIyBri1UVc,@realfootballskillst.v5800,King paluta king 🔥,2024-06-02T07:30:36Z,3
mTIyBri1UVc,@Sikawofie_Montana,"Akatakyie's ""Odo Asisi me"" will never get old aswear.....",2024-06-02T07:26:04Z,8
mTIyBri1UVc,@FICChurch5126,Stoneboy deserves it honestly..King Promise has a bigggg song but no album just one hit,2024-06-02T07:07:41Z,8
mTIyBri1UVc,@rhodesreggies9560,the audio be very bad oo still ahh no improvement,2024-06-02T06:56:21Z,0
mTIyBri1UVc,@FICChurch5126,So why don’t they nominate Shatta Wale?,2024-06-02T06:50:49Z,7
mTIyBri1UVc,@anastasiakotey1430,Ghanaian audience are the worst they will never get up to dance even when they enjoying it reluctant to clap or even to smile ei,2024-06-02T06:48:05Z,2
mTIyBri1UVc,@DesmondNsiahTetteh-nq8jl,Nancy performance is the best,2024-06-02T06:06:55Z,7
mTIyBri1UVc,@Expensive-op6pn,Dwp’s performance on Kuami’s set was sub par. They can do better.,2024-06-02T05:54:18Z,0
mTIyBri1UVc,@BiibaSolange,"The fact that Dr. DREW didn't win anything with case is just not so cool. Congrats King Paluta, much love from this side and thank TGMA for giving us a good edition of Stonebwoy Music Awards 🎉❤❤",2024-06-02T05:31:35Z,5
mTIyBri1UVc,@georgefrimpong2039,Stoneboy dey like Real Madrid.  They keep winning 🎉🎉❤,2024-06-02T05:29:07Z,12
mTIyBri1UVc,@preciousvela001,I assume Telecel has good cameras but still deserves better quality cameras and lightenings. Guests are in great outfits but it can’t be seen even in HD. Please.,2024-06-02T05:26:17Z,6
mTIyBri1UVc,@RexBoatengMusic,"We got nice surround sound in the first part and the boom…on and OFF. Then we lost some momo sounds here and there. Overall though, I think they improved quite a bit this time?🤷‍♂️🤷‍♂️",2024-06-02T05:13:51Z,1
mTIyBri1UVc,@EkomeStudios,Ghanaian Industry artists Gathering 🤣🤣😂😂😂🤣🤣😂🤣😂and their favourite.. show sorrrr,2024-06-02T05:11:36Z,2
mTIyBri1UVc,@BrightOpoku-fh5xx,Strongman allllllll the way,2024-06-02T03:51:04Z,7
mTIyBri1UVc,@JudithAduna,"Bhim❤ Bhim nation❤ good job 🎉🎉🎉🎉🎉
Artist of the year🎉🎉🎉🎉",2024-06-02T03:41:32Z,16
mTIyBri1UVc,@snatchthemdeliveranceministry,Please if you need deliverance or prayers contact us its free without any charges thank you,2024-06-02T03:41:19Z,5
mTIyBri1UVc,@TreasureGold7788,Congratulations to Stone Boy for wining the Artiste of the Year 2024. BHIM Nation to the world . Special thanks to Stone Boy and his team,2024-06-02T03:40:06Z,27
mTIyBri1UVc,@RealOB02,Scam! Scam!! Scam!!!,2024-06-02T03:39:33Z,12
mTIyBri1UVc,@colorparrot3026,Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m,2024-06-02T03:36:13Z,12
8-nQjzbhLfs,@davidiampguy1354,Vodafone commercials are top top😂,2021-10-21T23:59:42Z,0
8-nQjzbhLfs,@lindaashong4320,Hausa lele only. Honesty intergrity diversity brilliant unicef,2021-05-26T18:13:23Z,0
8-nQjzbhLfs,@MrAdjei-se3sw,Vodafone and their adverts are always on point🔥🔥🔥..big ups👍,2021-03-18T06:19:59Z,0
8-nQjzbhLfs,@drizztfbaby8371,eii this gal 😂😂😂😂 she turn actress,2021-03-17T07:24:23Z,0
8-nQjzbhLfs,@fredopoku458,Hahaha aka the man for this now..,2021-03-15T12:13:15Z,0
8-nQjzbhLfs,@thedominantone8488,Funny but true,2021-03-15T08:14:30Z,1
8-nQjzbhLfs,@fredayetey7925,Haha 😂,2021-03-15T02:16:49Z,0
8-nQjzbhLfs,@m-asare8340,🤣🤣🤣🤣🤣,2021-03-15T01:09:40Z,0
8-nQjzbhLfs,@maryafua8404,Keshe nkoaaa hahaha likeee all the way,2021-03-13T14:13:10Z,0
8-nQjzbhLfs,@kanviktfinaswyne2169,Good for u Dr Lykeee ..... the sky is now your limit.... getting myself a Vodafone SIM card tomorrow because of u,2021-03-13T00:17:04Z,0
8-nQjzbhLfs,@sogsog6321,🤩,2021-03-12T23:13:52Z,0
8-nQjzbhLfs,@OBSaintGospel,Gods time is just the best.  Please if urs is not due.  Just be patient. In his own time He makes all things beautiful,2021-03-12T16:04:50Z,0
8-nQjzbhLfs,@healthprojecttv5008,Great act,2021-03-11T10:01:36Z,0
8-nQjzbhLfs,@nesteramankwah2547,Dr Likeee how's ur running stomach 🥴😂😂,2021-03-11T07:52:49Z,0
8-nQjzbhLfs,@chucksarlo531,no weapon mixture 😂,2021-03-11T02:43:53Z,1
8-nQjzbhLfs,@pranxxx,0:35 When medicine sellers in trotro calls for passengers attention.,2021-03-10T22:14:15Z,0
8-nQjzbhLfs,@mappleleaf9218,Doctor is running away. Likee is about to fosh 😂😂😂,2021-03-10T13:35:05Z,0
8-nQjzbhLfs,@huzaifclinton299,😆😆😂😂😂😂,2021-03-10T03:09:52Z,0
8-nQjzbhLfs,@OhenebaSarkCess,🤠😆👍,2021-03-10T00:33:44Z,0
8-nQjzbhLfs,@dashingmanuel,I laugh saa,2021-03-09T18:54:36Z,1
8-nQjzbhLfs,@jesuschrist8947,No pride,2021-03-09T15:49:00Z,0
8-nQjzbhLfs,@jesuschrist8947,"I endorse u,bro.... keep it up",2021-03-09T15:48:43Z,0
8-nQjzbhLfs,@movtheories8988,Hahaha,2021-03-09T14:02:43Z,0
8-nQjzbhLfs,@chrisadamsgh7819,Dr likeee you're genius. Big ups #vodafone,2021-03-09T10:21:58Z,0
8-nQjzbhLfs,@spycart,😂😂😂😂😂,2021-03-09T06:20:11Z,0
8-nQjzbhLfs,@Ernie_nyark,"Likee: aba 
Dr: 🏃‍♀️ 🏃‍♀️ 🏃‍♀️ 

Me: 🤣🤣🤣😂",2021-03-09T03:13:57Z,0
8-nQjzbhLfs,@Koby_stan,Hw3,2021-03-09T00:49:57Z,0
8-nQjzbhLfs,@luthorkinggjunior2043,Dr LIKEEEEEEEEEE!!,2021-03-08T22:37:31Z,0
8-nQjzbhLfs,@kwakulegend6671,What an ad!!!!!!!😍😍😍😍😍,2021-03-08T22:34:14Z,0
8-nQjzbhLfs,@SoloDunamis,😁😂😀😀😀😂😂😂😂😀😀,2021-03-08T21:46:05Z,0
8-nQjzbhLfs,@radscydyd,No weapon mixture 😂😂,2021-03-08T19:52:34Z,1
8-nQjzbhLfs,@agbodjaluhjunior,Ei this is where Aka Ebenezer has gotten to. Lol,2021-03-08T13:46:38Z,2
8-nQjzbhLfs,@chasestiqz5635,)se aba😂😂😂😅😅,2021-03-08T13:03:53Z,0
8-nQjzbhLfs,@derrickdadson,Likeeee 😂😂😂😂,2021-03-08T12:56:39Z,0
8-nQjzbhLfs,@poethug6785,😂,2021-03-08T12:30:36Z,0
8-nQjzbhLfs,@jaemeldrick797,"Likeeeeee. we love you, keep the good works",2021-03-08T10:16:17Z,0
8-nQjzbhLfs,@gucciderkyi4653,🤣🤣🤣🤣🤣,2021-03-08T09:18:48Z,1
8-nQjzbhLfs,@mohammedmuntaka2431,Well done bro. ..,2021-03-08T05:32:34Z,0
8-nQjzbhLfs,@Kwamiwitty,🤣🤣🤣🤣 Masa are you still saying someone funny pass lykee in Ghana currently?,2021-03-08T01:46:50Z,1
8-nQjzbhLfs,@godayb1,Gods own Time,2021-03-07T17:43:27Z,0
8-nQjzbhLfs,@jaylerjackson,🤣🤣🤣,2021-03-07T07:35:42Z,0
8-nQjzbhLfs,@XAUUSDGOLD404,I subscribed to voda because of dr likee,2021-03-07T00:31:15Z,0
8-nQjzbhLfs,@itmiconsult2609,Herrrr this guy Paaa...,2021-03-06T07:59:48Z,0
8-nQjzbhLfs,@itmiconsult2609,Dr likes sees the Doctor.,2021-03-06T07:57:27Z,2
8-nQjzbhLfs,@djmartin3315,😂😂😂😂😂😂,2021-03-06T07:45:49Z,0
8-nQjzbhLfs,@tradewithdatguy,Try not to laugh on any screen or platform you see Dr Likeee and get your name erase from heaven's book,2021-03-06T05:31:09Z,0
8-nQjzbhLfs,@Israel13378,Only Dr Likee,2021-03-06T04:01:02Z,0
8-nQjzbhLfs,@AmponsahKojo1,😂😂😂😂😂😂😂🔥,2021-03-05T21:17:26Z,1
8-nQjzbhLfs,@kadoshnetworkchannel318,I pray he make good use of his time and save Alot because after 2021 ghanaians will jump on another comedian so he for make good use,2021-03-05T20:24:02Z,0
